-6,3,7,1
-5.99,3,7,1
-5.98,3,7,1
-5.97,3,7,1
-5.96,3,7,1
-5.95,3,7,1
-5.94,3,7,1
-5.93,3,7,1
-5.92,3,7,1
-5.91,3,7,1
-5.9,3,7,1
-5.89,3,7,1
-5.88,3,7,1
-5.87,3,7,1
-5.86,3,7,1
-5.85,3,7,1
-5.84,3,7,1
-5.83,3,7,1
-5.82,3,7,1
-5.81,3,7,1
-5.8,3,7,1
-5.79,3,7,1
-5.78,3,7,1
-5.77,3,7,1
-5.76,3,7,1
-5.75,3,7,1
-5.74,3,7,1
-5.73,3,7,1
-5.72,3,7,1
-5.71,3,7,1
-5.7,3,7,1
-5.69,3,7,1
-5.68,3,7,1
-5.67,3,7,1
-5.66,3,7,1
-5.65,3,7,1
-5.64,3,7,1
-5.63,3,7,1
-5.62,3,7,1
-5.61,3,7,1
-5.6,3,7,1
-5.59,3,7,1
-5.58,3,7,1
-5.57,3,7,1
-5.56,3,7,1
-5.55,3,7,1
-5.54,3,7,1
-5.53,3,7,1
-5.52,3,7,1
-5.51,3,7,1
-5.5,3,7,1
-5.49,3,7,1
-5.48,3,7,1
-5.47,3,7,1
-5.46,3,7,1
-5.45,3,7,1
-5.44,3,7,1
-5.43,3,7,1
-5.42,3,7,1
-5.41,3,7,1
-5.4,3,7,1
-5.39,3,7,1
-5.38,3,7,1
-5.37,3,7,1
-5.36,3,7,1
-5.35,3,7,1
-5.34,3,7,1
-5.33,3,7,1
-5.32,3,7,1
-5.31,3,7,1
-5.3,3,7,1
-5.29,3,7,1
-5.28,3,7,1
-5.27,3,7,1
-5.26,3,7,1
-5.25,3,7,1
-5.24,3,7,1
-5.23,3,7,1
-5.22,3,7,1
-5.21,3,7,1
-5.2,3,7,1
-5.19,3,7,1
-5.18,3,7,1
-5.17,3,7,1
-5.16,3,7,1
-5.15,3,7,1
-5.14,3,7,1
-5.13,3,7,1
-5.12,3,7,1
-5.11,3,7,1
-5.1,3,7,1
-5.09,3,7,1
-5.08,3,7,1
-5.07,3,7,1
-5.06,3,7,1
-5.05,3,7,1
-5.04,3,7,1
-5.03,3,7,1
-5.02,3,7,1
-5.01,3,7,1
-5,3,7,1
-4.99,3,7,1
-4.98,3,7,1
-4.97,3,7,1
-4.96,3,7,1
-4.95,3,7,1
-4.94,3,7,1
-4.93,3,7,1
-4.92,3,7,1
-4.91,3,7,1
-4.9,3,7,1
-4.89,3,7,1
-4.88,3,7,1
-4.87,3,7,1
-4.86,3,7,1
-4.85,3,7,1
-4.84,3,7,1
-4.83,3,7,1
-4.82,3,7,1
-4.81,3,7,1
-4.8,3,7,1
-4.79,3,7,1
-4.78,3,7,1
-4.77,3,7,1
-4.76,3,7,1
-4.75,3,7,1
-4.74,3,7,1
-4.73,3,7,1
-4.72,3,7,1
-4.71,3,7,1
-4.7,3,7,1
-4.69,3,7,1
-4.68,3,7,1
-4.67,3,7,1
-4.66,3,7,1
-4.65,3,7,1
-4.64,3,7,1
-4.63,3,7,1
-4.62,3,7,1
-4.61,3,7,1
-4.6,3,7,1
-4.59,3,7,1
-4.58,3,7,1
-4.57,3,7,1
-4.56,3,7,1
-4.55,3,7,1
-4.54,3,7,1
-4.53,3,7,1
-4.52,3,7,1
-4.51,3,7,1
-4.5,3,7,1
-4.49,3,7,1
-4.48,3,7,1
-4.47,3,7,1
-4.46,3,7,1
-4.45,3,7,1
-4.44,3,7,1
-4.43,3,7,1
-4.42,3,7,1
-4.41,3,7,1
-4.4,3,7,1
-4.39,3,7,1
-4.38,3,7,1
-4.37,3,7,1
-4.36,3,7,1
-4.35,3,7,1
-4.34,3,7,1
-4.33,3,7,1
-4.32,3,7,1
-4.31,3,7,1
-4.3,3,7,1
-4.29,3,7,1
-4.28,3,7,1
-4.27,3,7,1
-4.26,3,7,1
-4.25,3,7,1
-4.24,3,7,1
-4.23,3,7,1
-4.22,3,7,1
-4.21,3,7,1
-4.2,3,7,1
-4.19,3,7,1
-4.18,3,7,1
-4.17,3,7,1
-4.16,3,7,1
-4.15,3,7,1
-4.14,3,7,1
-4.13,3,7,1
-4.12,3,7,1
-4.11,3,7,1
-4.1,3,7,1
-4.09,3,7,1
-4.08,3,7,1
-4.07,3,7,1
-4.06,3,7,1
-4.05,3,7,1
-4.04,3,7,1
-4.03,3,7,1
-4.02,3,7,1
-4.01,3,7,1
-4,3,7,1
-3.99,3,7,1
-3.98,3,7,1
-3.97,3,7,1
-3.96,3,7,1
-3.95,3,7,1
-3.94,3,7,1
-3.93,3,7,1
-3.92,3,7,1
-3.91,3,7,1
-3.9,3,7,1
-3.89,3,7,1
-3.88,3,7,1
-3.87,3,7,1
-3.86,3,7,1
-3.85,3,7,1
-3.84,3,7,1
-3.83,3,7,1
-3.82,3,7,1
-3.81,3,7,1
-3.8,3,7,1
-3.79,3,7,1
-3.78,3,7,1
-3.77,3,7,1
-3.76,3,7,1
-3.75,3,7,1
-3.74,3,7,1
-3.73,3,7,1
-3.72,3,7,1
-3.71,3,7,1
-3.7,3,7,1
-3.69,3,7,1
-3.68,3,7,1
-3.67,3,7,1
-3.66,3,7,1
-3.65,3,7,1
-3.64,3,7,1
-3.63,3,7,1
-3.62,3,7,1
-3.61,3,7,1
-3.6,3,7,1
-3.59,3,7,1
-3.58,3,7,1
-3.57,3,7,1
-3.56,3,7,1
-3.55,3,7,1
-3.54,3,7,1
-3.53,3,7,1
-3.52,3,7,1
-3.51,3,7,1
-3.5,3,7,1
-3.49,3,7,1
-3.48,3,7,1
-3.47,3,7,1
-3.46,3,7,1
-3.45,3,7,1
-3.44,3,7,1
-3.43,3,7,1
-3.42,3,7,1
-3.41,3,7,1
-3.4,3,7,1
-3.39,3,7,1
-3.38,3,7,1
-3.37,3,7,1
-3.36,3,7,1
-3.35,3,7,1
-3.34,3,7,1
-3.33,3,7,1
-3.32,3,7,1
-3.31,3,7,1
-3.3,3,7,1
-3.29,3,7,1
-3.28,3,7,1
-3.27,3,7,1
-3.26,3,7,1
-3.25,3,7,1
-3.24,3,7,1
-3.23,3,7,1
-3.22,3,7,1
-3.21,3,7,1
-3.2,3,7,1
-3.19,3,7,1
-3.18,3,7,1
-3.17,3,7,1
-3.16,3,7,1
-3.15,3,7,1
-3.14,3,7,1
-3.13,3,7,1
-3.12,3,7,1
-3.11,3,7,1
-3.1,3,7,1
-3.09,3,7,1
-3.08,3,7,1
-3.07,3,7,1
-3.06,3,7,1
-3.05,3,7,1
-3.04,3,7,1
-3.03,3,7,1
-3.02,3,7,1
-3.01,3,7,1
-3,3,7,1
-2.99,3,7,1
-2.98,3,7,1
-2.97,3,7,1
-2.96,3,7,1
-2.95,3,7,1
-2.94,3,7,1
-2.93,3,7,1
-2.92,3,7,1
-2.91,3,7,1
-2.9,3,7,1
-2.89,3,7,1
-2.88,3,7,1
-2.87,3,7,1
-2.86,3,7,1
-2.85,3,7,1
-2.84,3,7,1
-2.83,3,7,1
-2.82,3,7,1
-2.81,3,7,1
-2.8,3,7,1
-2.79,3,7,1
-2.78,3,7,1
-2.77,3,7,1
-2.76,3,7,1
-2.75,3,7,1
-2.74,3,7,1
-2.73,3,7,1
-2.72,3,7,1
-2.71,3,7,1
-2.7,3,7,1
-2.69,3,7,1
-2.68,3,7,1
-2.67,3,7,1
-2.66,3,7,1
-2.65,3,7,1
-2.64,3,7,1
-2.63,3,7,1
-2.62,3,7,1
-2.61,3,7,1
-2.6,3,7,1
-2.59,3,7,1
-2.58,3,7,1
-2.57,3,7,1
-2.56,3,7,1
-2.55,3,7,1
-2.54,3,7,1
-2.53,3,7,1
-2.52,3,7,1
-2.51,3,7,1
-2.5,3,7,1
-2.49,3,7,1
-2.48,3,7,1
-2.47,3,7,1
-2.46,3,7,1
-2.45,3,7,1
-2.44,3,7,1
-2.43,3,7,1
-2.42,3,7,1
-2.41,3,7,1
-2.4,3,7,1
